PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNCMJFQ5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRAXRS0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-19,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNREOUE4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-19,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRTLQG2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-19,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRTLQG2,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-19,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRAXRS0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-19,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNREOUE4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-20,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRPGLH2,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-20,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNREOUE4,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-20,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGGPJZ5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-20,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRTLQG2,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-20,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRBUTR3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,September,2026-09-21,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNLRWK90,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGMFX8,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDBNFI3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-22,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGGPJZ5,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-22,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGGPJZ5,Security,Cloud Security,Tier 4 ➔ Tier 3,September,2026-09-22,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPKGFT2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMCURO2,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,September,2026-09-23,39.0,54.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSCPXQ2,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJBSLK2,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAQWFG9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJPHAD7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNADNLB6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMCURO2,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,September,2026-09-23,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKMV2W0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDSDRN9,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYBYYP5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDSDRN9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNSBTY6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAGMWL5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEZABN8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLSRMP0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSNISF5,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVCE721,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRKXFY6,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSHZRQ6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAAZM41,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPAESX8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJCLNC7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJBSLK2,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNTSVIL6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAGMWL5,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVVHCK5,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSCQLL3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPG5O1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,September,2026-09-23,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMNNHH5,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,12.0,22.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMYONM6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCQWZR9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPBQM1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUSQVA3,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,September,2026-09-23,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSV7K12,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMCURO2,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,September,2026-09-23,9.0,24.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSL2OL0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSDRC1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMWV71,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTPMPC0,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVCE721,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYTXOM3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACJNZ0,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNEOAUQ6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-23,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSBBTI0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKKDTC9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNPYOJ1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYHF880,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVMTXK2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJKYDX3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,September,2026-09-23,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNTPMPC0,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMCURO2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMWV71,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRPGLH2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAWHM7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAKNAT9,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNWNHCT8,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMYQY4,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAINM0,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUSQVA3,Data & Analytics,BigQuery,Tier 2 ➔ Tier 1,September,2026-09-23,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNDTWOR7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEOAUQ6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-23,26.0,36.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSZEZ0,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPSCYL4,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,September,2026-09-23,17.0,27.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPYOJ1,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJB0WL0,Data & Analytics,Looker,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPYOJ1,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSZEZ0,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPG3BT0,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAINM0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUSQVA3,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSZEZ0,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNPYOJ1,Data & Analytics,Looker,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Data & Analytics,Looker,Tier 4 ➔ Tier 3,September,2026-09-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRGCCK9,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAKNAT9,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMCLD7,Databases,Cloud SQL,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRSXXC5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAWYCA9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMCLD7,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,September,2026-09-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVCE721,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGETVZ1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMQNK1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVVHCK5,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMNNHH5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,32.0,42.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPAESX8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPBQM1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRPODY8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCQWZR9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSL2OL0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLSUZV5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHSSEW9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYHF880,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAGMWL5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJPHAD7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKMV2W0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLWQWR3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSGBPF1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSFJG3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFFGEI2,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHSSEW9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSJUBL0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMZXYZ7,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJOPKI3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMYQY4,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,September,2026-09-23,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPG5O1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBTWNJ0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPAESX8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNWNHCT8,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,September,2026-09-23,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,September,2026-09-23,28.0,38.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSTECW8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,September,2026-09-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
